attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,time,m_2300,session_id,blinkType
44,48,720574,889604,185278,81060,53290,84871,69077,45358,239,66.2992966158483,0,37,2
14,49,274650,676771,12711,126899,29534,94505,45333,75395,143,68.01173116181887,0,37,1
18,22,678385,145461,36175,164414,163922,151935,57254,81145,193,68.70680030819425,0,37,2
64,34,771145,1460597,56288,95299,8984,176925,48979,76437,188,69.09972585749773,0,37,1
25,72,535097,293811,199137,1943,75831,44581,4651,20661,119,71.3007094745188,0,37,1
79,11,72920,477199,96064,85026,61998,9885,63818,66888,248,73.49382452247829,0,37,1
34,60,666594,170876,120024,146348,81237,169412,98649,11960,205,75.60914750162414,0,37,1
76,50,321175,90781,14320,111197,136613,193417,3136,60163,168,77.98001038476578,0,37,1
41,97,1455964,1490763,10936,46319,48537,23219,44836,79051,235,78.050676116268,0,37,2
36,5,1314303,210640,163278,86868,62947,46457,57965,30258,71,79.2284055671228,0,37,1
71,23,1741460,22902,97289,190905,158651,48776,93851,41567,253,80.29711833963576,0,37,1
96,99,853230,1856576,52171,32731,22355,96757,9312,19312,229,81.06304890872649,0,37,2
16,11,563979,119583,1897,45743,185474,56194,54345,8632,163,81.51441217584802,0,37,1
48,19,1056497,507315,127052,188456,199883,135432,63657,19031,103,81.80331459516101,0,37,2
34,14,420073,66085,178047,182702,197103,39589,23003,56793,86,82.18863793851368,0,37,2
34,53,1178976,1798801,167328,78848,158170,171857,68833,68571,228,82.33206556094633,0,37,2
1,86,895022,691765,89722,60187,111817,94416,97774,32432,255,82.72906157324499,0,37,1
42,74,1256847,1862642,20715,187564,151047,47377,97624,26624,76,83.02107545967333,0,37,2
41,22,1360308,206771,110221,39033,43585,50612,22705,40025,108,83.63006668256128,0,37,2
75,93,220823,378691,174382,83785,48790,20742,19261,39939,220,85.19632060273005,0,37,1
25,43,1373947,1360359,49806,172232,16925,116035,37932,50665,200,86.3217625898889,0,37,1
15,84,623624,1280873,65511,152451,35484,22052,62634,63125,222,88.4590522518689,0,37,1
6,5,1120738,1392828,14964,52967,140371,108873,48432,89221,195,88.74185335904527,0,37,2
65,76,1906840,556831,9389,61880,197747,62938,68209,75211,203,89.02172571526748,0,37,2
61,64,568583,1830853,162201,25642,52532,76292,6144,84788,185,89.62384248725756,0,37,1
2,58,517596,1398776,139375,129521,128731,179765,79601,80246,239,90.46986689350892,0,37,2
56,4,522629,315640,97438,112455,127981,105245,28669,39185,205,92.46973667918783,0,37,1
59,55,472557,1309083,135351,30878,138163,148810,25293,96435,255,93.80190782164755,0,37,1
40,89,726308,293741,144811,6855,44317,136261,52351,21384,143,94.54506337368153,0,37,2
39,43,1101814,1043326,198040,171360,93971,67653,73754,65996,78,96.48174660522305,0,37,1
67,39,1225956,477947,53689,12755,128446,154001,45164,30297,227,98.5561524695945,0,37,1
26,99,214991,602210,61029,54045,100244,131909,79835,71015,108,98.75843085007011,0,37,2
77,73,28542,992533,119827,12611,148078,3905,92361,80678,211,99.62423964104966,0,37,1
23,61,1954973,1711629,161962,173407,2877,96687,35184,8395,67,100.46456846182987,0,37,2
33,14,1750857,1054083,48433,44093,26067,109014,35796,34613,146,101.72827469667784,0,37,1
71,49,991771,1276576,84994,115311,84107,124379,1396,98883,244,102.64070552199328,0,37,2
57,47,1484792,1907156,57833,8880,163555,31892,99072,76871,141,104.43443852923357,0,37,1
77,44,79387,1530401,2358,44909,185564,9959,94801,52757,64,104.86508396381666,0,37,2
34,63,1508185,133354,175432,78521,42879,112840,5376,70120,112,106.27691524558442,0,37,1
58,67,544426,1479669,162447,135631,65192,40965,45869,98775,164,108.39305084231839,0,37,1
48,31,1330857,461613,145157,114058,169139,165246,11176,44698,124,110.50870003682137,0,37,1
46,68,109544,969961,4360,198224,164745,170928,99288,34065,227,112.40797615000434,0,37,1
56,49,359362,1774697,7655,147701,104935,94681,36918,32499,105,112.66964967601902,0,37,2
68,94,908271,1132125,195960,56140,28458,105060,9002,97034,238,112.87591315153601,0,37,2
54,99,1804936,1312170,95447,68689,6161,131727,21720,90455,167,114.30163980379784,0,37,1
89,79,1437153,531867,189165,142387,192101,70618,12756,19128,86,114.5403019977199,0,37,2
62,87,653125,1359697,55946,10194,90918,181004,92652,89410,136,116.67082050110918,0,37,1
68,49,919105,665184,14339,92460,19172,140753,58760,42451,102,118.55255858739693,0,37,1
74,54,192048,662944,103044,33033,45999,37104,76598,52459,198,119.85599456608197,0,37,1
56,90,22839,611566,198536,51296,118599,35241,80604,78473,116,120.21345781327165,0,37,2
39,32,329445,36960,90761,57051,134625,113519,88395,90704,101,120.9298761562089,0,37,1
17,89,473267,1994146,80211,38646,129704,101760,51843,95845,88,122.78946942333572,0,37,1
15,2,242760,1680374,176856,49010,119187,1727,54292,68226,69,125.16822082445901,0,37,1
41,26,1243361,1688093,15446,73535,12237,85434,26524,46210,94,125.99624031547174,0,37,2
41,34,361428,1282820,178370,114112,36076,84201,86341,62937,192,126.38352693899421,0,37,1
39,0,1915266,731075,39311,9603,88131,131386,1079,72525,84,128.74785303513505,0,37,1
89,32,474575,18099,165391,38635,23575,54898,14994,11762,100,129.87244022677547,0,37,1
52,36,1897134,1159698,83365,136488,98422,144438,79944,66486,79,130.68239415657814,0,37,2
56,56,895351,1214210,194137,112743,127089,122275,75777,24054,213,132.80857159214204,0,37,1
91,73,1320152,1751275,98382,9707,9111,110978,42722,68156,145,133.32709931630316,0,37,2
87,49,154017,937103,118644,70890,93544,79532,62789,27420,72,135.00508692722906,0,37,1
98,91,857063,768430,171934,172265,154092,47205,30791,79033,87,135.50029255686408,0,37,2
28,33,184256,617542,55460,137885,126257,79400,54431,85175,243,136.07280396713958,0,37,1
0,32,95001,1663620,7322,129282,71466,61162,26989,6839,101,136.72150890809766,0,37,2
74,71,319594,958581,85804,112615,34847,66357,80374,2634,255,137.0266954323095,0,37,2
12,76,465774,704851,71966,71403,106126,9316,95980,17375,179,138.4991292911443,0,37,1
35,10,203221,810961,165714,8961,179774,36964,28990,9418,187,138.7194921162481,0,37,2
28,7,1501756,702771,154748,40176,120526,2576,3588,71026,211,141.00538227484893,0,37,1
92,17,956948,1554325,97156,115879,47691,74600,8086,8570,217,142.77697782051024,0,37,1
33,46,1295654,896028,160604,119913,171056,176878,77542,64094,93,143.0405460502213,0,37,2
32,39,412188,1075862,8816,139506,64467,143024,40713,91904,221,144.44338305923986,0,37,1
33,2,1085801,138498,43757,138422,23772,68734,31351,65123,62,144.8331053592761,0,37,2
68,7,239557,1879530,113737,99960,124781,171856,81386,11227,226,146.5407661090649,0,37,1
93,84,516082,626062,158675,94309,99891,50504,45229,79468,209,147.0965118906996,0,37,2
41,58,1889220,1219704,57164,197304,181398,195033,57109,24150,123,148.4406773911238,0,37,1
37,9,1548741,213816,35969,75152,37663,152926,14153,80666,159,150.82749549701174,0,37,1
71,3,1467479,1001467,38767,127095,125289,16619,85260,24314,69,151.55799648823987,0,37,2
55,70,1300457,1701632,98181,56260,153672,172758,12939,13907,167,153.71930954532095,0,37,1
49,46,1361243,179795,71972,76536,21780,77180,64464,98315,158,156.0741693258427,0,37,1
85,23,281974,1301095,35231,57698,130772,178557,75940,92919,178,158.21603659918122,0,37,1
57,48,195486,593400,29451,97442,58512,85697,14844,65225,245,159.97302156419488,0,37,1
38,92,804442,1973916,189644,85716,132534,27709,10971,69313,157,161.36016342937071,0,37,1
11,63,221116,1714676,133162,182239,146373,21116,32212,29302,101,162.10520432091747,0,37,2
93,51,1002290,1715805,133884,7287,31752,113297,42583,85337,168,164.40070073579034,0,37,1
50,89,146704,1641444,67542,69556,43252,38644,38954,80531,236,164.51039338358004,0,37,2
65,41,1670902,1552956,108988,178738,69546,130518,96789,72508,148,166.68169661736616,0,37,1
41,73,714644,1006337,107046,50977,50200,25240,30698,17147,99,166.8297462696526,0,37,2
73,29,1010269,1695376,41717,79668,25329,171761,83827,53937,159,167.2857933416195,0,37,2
89,67,119942,1221687,191897,170582,109494,119583,36098,94044,175,168.92540409095363,0,37,1
95,8,199566,1043280,46100,5586,86685,32957,83937,64985,130,169.80837521161297,0,37,2
61,49,820056,732912,168002,174705,179978,157827,56502,59745,132,170.15227573061395,0,37,1
55,91,655436,424327,33815,6121,141611,159590,96579,64926,74,170.73452865374045,0,37,2
12,76,129047,357229,187904,69834,89546,37545,35396,39459,229,172.3222211830242,0,37,1
88,100,179365,1981568,24153,18011,12763,161750,81309,15197,123,173.22723707575764,0,37,2
53,72,99638,312866,88650,28469,179415,109363,31724,23963,141,174.6908145892085,0,37,1
82,66,1849559,1474075,168810,187975,52398,179165,12627,48591,178,175.1452363736626,0,37,2
29,89,422971,1410891,115548,27803,93615,23706,52488,21679,218,175.4737527447318,0,37,2
70,71,639710,1390377,169080,17961,185643,48016,15254,57358,129,176.6612277440777,0,37,1
72,15,1781827,1113325,106346,101442,151088,151873,33029,13228,109,178.29503926564462,0,37,1
20,64,1892995,1852686,157937,36160,99979,181805,9223,13195,246,178.62976664714225,0,37,2
16,52,263933,228018,50021,185250,25707,77238,90572,87186,167,180.8595578847935,0,37,1
49,83,904134,1489469,183484,176384,138646,120546,68851,35845,166,181.70221488636614,0,37,2
23,92,29201,1801453,110532,31650,20129,36534,35392,4220,69,181.82444155143975,0,37,2
45,8,1136488,1571814,71258,94821,116592,191315,52011,34130,129,181.96661759651323,0,37,1
87,19,970085,1085145,108318,17264,152638,102941,3353,91911,95,182.66898284713875,0,37,2
54,10,1954299,519994,77308,146694,62909,73984,8937,64523,220,184.17698214575327,0,37,1
92,24,788614,1713316,83893,70132,135357,115440,94542,77394,148,186.40034629711832,0,37,1
23,10,140372,527634,5552,51196,168143,3834,18468,21734,89,186.96760321352266,0,37,2
99,25,1172947,978052,181512,176029,123229,61955,30836,71658,152,188.52534155862008,0,37,1
92,99,866488,883836,79614,129749,96589,182967,45768,71239,173,190.592265930654,0,37,1
25,46,1210576,1796139,64253,75018,47555,195344,34789,28519,212,192.97845803198942,0,37,1
74,94,914949,1037527,181546,122411,166152,194892,49920,91047,65,193.15430565887593,0,37,2
96,3,1293159,545411,85735,190106,175276,154576,87795,74979,167,194.46396944070926,0,37,1
75,73,1935322,412003,81287,42671,99538,172824,46655,53039,189,195.74475015701827,0,37,1
50,79,1827397,1401490,141912,30811,34766,90909,70247,12096,116,197.83280363057204,0,37,1
44,96,766875,79746,164940,97200,86200,165818,53485,74261,212,199.95039778017426,0,37,1
68,39,1718341,1672261,53559,129796,50607,192154,20884,15875,120,200.1243810173575,0,37,2
96,30,1399740,1833705,40428,186988,72686,77942,87747,39738,146,200.4070634016737,0,37,2
54,33,1085194,580179,68021,138187,172003,119975,12385,87338,196,200.73989806039484,0,37,2
3,69,1942305,1527735,114622,38268,188646,178427,62936,94010,223,201.90674686406425,0,37,1
44,60,346118,1872646,193063,86815,139708,116121,78570,90835,215,203.03097016161988,0,37,1
82,61,198942,1011003,152906,59515,108638,66261,19879,25673,217,203.16164942223088,0,37,2
23,8,786338,479153,54700,191167,11154,198243,76455,3524,252,203.67808734580532,0,37,2
87,60,723424,14824,155405,12781,114694,101440,93184,44083,200,204.70924804905064,0,37,1
52,62,198474,692774,19556,33741,139782,66587,82604,2064,172,204.97232890929774,0,37,2
21,80,1338404,563905,168871,81375,169220,85387,63976,2685,193,205.39185905701785,0,37,2
49,90,1657623,687715,91696,139004,103738,117666,83455,37892,66,205.57653389417973,0,37,2
38,4,1305377,1541810,54162,50063,179092,40245,35034,18033,97,206.12933694713848,0,37,1
86,45,1183775,238302,178567,15299,44196,76309,62998,92009,69,206.99183111798632,0,37,2
43,78,1387270,791101,99383,33079,157419,172794,8567,38138,241,209.3430601461015,0,37,1
69,32,901603,101383,106579,175102,89226,57501,80414,89778,210,209.97116885750353,0,37,2
81,24,235150,1015317,35265,172977,122928,113728,80394,31606,103,210.39918410245568,0,37,1
72,24,707893,1115254,86635,45097,137337,89750,22439,82856,244,211.06120928325407,0,37,2
99,90,689209,1392594,139182,56319,93572,106895,56000,55787,130,213.04380996976562,0,37,1
77,26,1349725,1082574,57247,95931,127167,142723,22375,99696,152,214.5839658413095,0,37,1
57,0,1420975,355596,167494,9554,114525,81577,69171,84496,165,215.45248545330907,0,37,2
1,63,189418,864570,16620,33816,48545,195216,60486,33070,223,215.5402565781125,0,37,2
8,95,750662,892911,55197,93313,34531,130830,36700,4282,126,217.01879943377642,0,37,1
59,30,324089,904342,123418,33793,92402,98028,5610,62199,142,217.8423337264136,0,37,2
43,51,1442255,1210781,6006,129759,63405,4448,47499,77795,145,219.06879245613553,0,37,1
19,98,971644,1932330,90480,55018,36929,166929,49598,55970,163,221.2551024129048,0,37,1
71,44,949726,817480,83144,116393,108528,139805,40647,79457,162,222.7468581004769,0,37,1
52,51,1201342,584249,161134,53482,54875,178923,84139,11477,171,223.65809936519554,0,37,2
87,51,851108,247755,1686,81793,190896,188371,99812,15692,249,224.01969630476557,0,37,1
18,15,573628,1820582,1300,27781,10056,51328,57031,70121,233,224.63624088080925,0,37,2
27,24,667328,1593509,98149,199719,137024,110132,48732,73345,71,224.85857512927157,0,37,2
41,65,978363,1084488,9117,28031,32870,70796,49600,29315,254,225.26205340919572,0,37,1
51,54,1657010,1478593,83105,138755,79018,41165,84448,15870,76,227.64378567275372,0,37,1
94,88,507182,211117,24491,66002,97428,147358,92940,96664,131,228.11271459751669,0,37,2
56,25,1508759,476056,147131,180247,70263,119761,64827,21821,199,228.3297459269454,0,37,2
45,48,258774,1937464,177699,64238,146441,173876,60108,22908,119,228.88214355453655,0,37,1
44,37,675540,1902194,115017,95937,18044,153915,45342,76302,167,231.07465718417333,0,37,1
72,59,705851,1080399,165646,174819,43571,151098,46821,28790,197,231.7772804673333,0,37,2
36,57,1820376,1708096,183718,15026,14174,46779,11821,67163,237,234.00662308160105,0,37,1
63,86,92941,1359047,82860,122877,144733,30605,21487,32204,254,234.5559748979578,0,37,2
89,95,1743573,1248959,135998,51175,77463,110460,38762,11149,116,235.22053536771512,0,37,1
78,7,748615,1482828,154495,13049,49973,23673,54361,26377,159,235.52912018385146,0,37,2
70,30,402709,535478,139484,69726,146585,92574,9892,57389,243,237.89814100057362,0,37,1
32,80,859211,451893,195524,27683,119229,186669,43739,30577,106,240.11177878738684,0,37,1
39,21,1945320,1137349,26837,27172,147307,119968,57881,31360,120,240.83717150776985,0,37,2
25,84,594633,1237205,197415,158565,90041,122367,21967,46974,100,242.1672124635644,0,37,1
10,39,1042237,1050442,125400,126872,188847,54507,61746,99208,203,242.96052210393785,0,37,2
9,44,425522,259467,100238,100544,179590,80987,65340,92194,223,243.66941959488173,0,37,1
69,59,995064,1927133,153369,26588,191376,153039,31966,27405,238,244.18922085106476,0,37,2
55,4,39219,461155,151754,90739,15982,81302,12414,3369,99,244.61313363773675,0,37,2
65,32,902420,1815027,128412,135052,190337,129194,50353,84264,85,245.68811507944352,0,37,1
70,89,1713203,1242702,43256,54783,118565,82678,33174,64298,119,246.99195606956613,0,37,1
6,58,52360,295088,174268,80366,101128,45264,25120,74902,72,247.06835009711554,0,37,2
92,85,1661584,327067,177163,34944,48616,141566,45845,69714,121,248.57899253700035,0,37,1
74,1,1032482,141800,44040,99209,110370,31921,61226,84096,116,249.1917678856064,0,37,2
33,41,1593329,12153,171366,63597,84643,141502,5153,68158,236,249.40385523344347,0,37,2
83,83,1946477,721864,47278,145168,166527,85792,50284,24477,159,250.22702485990158,0,37,1
24,73,905816,1025890,65408,78711,139591,88296,92836,70215,153,251.69428171072897,0,37,1
48,56,910572,1668883,190640,59408,152108,79248,76054,39835,189,253.46074071860437,0,37,1
15,48,1846464,298918,185155,24386,120766,121357,27156,8810,216,255.47394626854657,0,37,1
58,75,1150718,680013,134857,165611,84277,152473,4220,54735,92,256.68702870470764,0,37,1
78,85,760578,650871,151598,1344,172553,35023,71441,54231,227,257.5823550309245,0,37,2
57,9,530617,1600761,174304,181805,13491,64776,94109,75866,201,258.4206363922066,0,37,1
32,41,684188,1586267,116468,141751,92987,8429,20156,35462,102,260.32558139970206,0,37,1
80,96,226759,17351,66192,54708,118485,125354,14442,57227,160,262.71807748811057,0,37,1
17,23,44210,1121007,169809,140753,142864,142972,8381,74428,136,264.9673445839815,0,37,1
5,37,606317,600060,180376,129118,88818,66158,50442,40254,164,266.4628483085873,0,37,1
88,71,434578,128658,137982,62332,135571,44981,12800,70647,70,266.98236557111636,0,37,2
40,57,1566883,1839972,37662,17571,193310,83776,69724,44970,85,269.05661357704423,0,37,1
49,82,1674707,1513937,179453,78454,39191,43996,35173,52204,252,270.2647956215104,0,37,1
58,44,973504,1753343,15626,141674,93890,52217,45957,54960,198,271.8550171712677,0,37,1
99,52,1242767,451822,190144,131842,143705,47850,51115,59896,157,272.0769336857509,0,37,2
8,95,879345,1078044,162660,190352,180218,98764,98843,98739,100,272.8463249197288,0,37,2
30,22,1508235,1718789,158743,78789,139011,33475,38433,77403,160,272.9851571617185,0,37,1
20,48,149403,127456,85244,36904,126359,12778,64734,15734,174,274.29034711278774,0,37,1
32,39,745572,952816,114463,121227,81357,108667,30188,58923,86,276.1842370311443,0,37,1
70,20,748509,108466,143387,71459,99046,14612,22459,67296,208,276.7698785346283,0,37,2
59,67,172614,1420433,22354,190775,20086,98917,57653,83604,159,277.2837750824321,0,37,1
47,82,1986302,684899,14331,53372,69977,54618,67188,23059,219,279.50704999493706,0,37,1
84,21,1133615,227817,78016,37435,115797,120656,97718,60892,168,280.2706231231904,0,37,2
77,80,1985276,1532183,176125,166768,73616,182733,91526,84151,76,280.61536662495416,0,37,1
44,69,743775,850699,164628,174109,115697,8563,31595,5272,186,282.36014265160907,0,37,1
32,84,995562,602856,144296,79579,23314,31094,91043,36217,151,282.50085361491523,0,37,2
27,10,320122,626993,45513,94201,110377,52956,38072,12475,120,282.847215090395,0,37,2
73,51,1769376,654417,181956,134598,34272,166342,44248,94841,146,283.4232262142236,0,37,1
79,96,1032898,232201,87006,114376,5097,105458,17749,82252,247,283.850398343354,0,37,2
40,27,1882612,870641,26106,148575,132610,132321,31601,46327,148,286.122956104317,0,37,1
84,9,382523,151507,49075,90138,162139,40142,25110,69217,228,286.49529751107985,0,37,2
98,65,14777,1581504,52219,58277,53366,181883,29328,41960,246,287.4175697682787,0,37,1
55,29,1736924,348357,65837,107728,110861,24357,28114,86724,148,289.90334653835066,0,37,1
4,60,938847,1445791,71496,101822,50260,11900,72032,95032,209,290.5533661073794,0,37,2
50,65,402644,997999,110776,31525,155685,182811,38687,47007,93,291.824843993175,0,37,1
3,33,179016,449372,52205,25887,94607,153642,91500,78345,183,292.0342819702255,0,37,2
29,30,1222948,136110,21746,158336,84459,197274,40480,96240,184,292.55143605764783,0,37,2
9,14,856301,1351996,155374,173222,71758,123539,48403,45666,200,294.1904794437436,0,37,1
20,45,1556637,1534996,44167,106759,191061,193114,89982,27056,199,295.80865461198385,0,37,1
97,12,864384,1021758,177123,37655,65292,44344,93266,75087,67,297.0490716803156,0,37,1
100,74,1380050,721721,91600,30908,124868,18777,55943,71588,181,298.8805665571245,0,37,1
89,9,526332,1998320,88817,137468,128461,136979,44602,65251,76,301.315631344034,0,37,1
89,69,1505108,1068307,98973,171623,184583,98867,77950,29864,164,303.7065613913551,0,37,1
17,9,157985,1285724,29160,121963,4885,194579,48458,54465,145,303.91814551856794,0,37,2
16,97,1889601,542177,79982,17765,62149,152977,24150,9015,237,304.38166449514836,0,37,2
64,97,1514770,323326,101682,36418,87911,95018,81822,31737,158,304.54826997281896,0,37,2
82,58,1905144,61089,98375,143266,112098,85154,4496,36885,153,306.6755222472233,0,37,1
30,84,1735257,1389783,103344,68658,152672,57988,30159,55281,205,307.34940584026583,0,37,2
57,83,1493151,1383803,2214,22201,152318,135880,10689,22951,186,309.74668248457044,0,37,1
38,34,916849,669741,52494,137189,67400,104441,63976,94381,255,311.34163098723815,0,37,1
17,35,233149,1398549,197978,65423,4909,141948,22580,7502,123,313.2393297076581,0,37,1
9,11,1137302,485069,169644,90456,3883,73948,39829,75747,163,313.5418006132624,0,37,2
79,20,177417,1736715,51704,116680,6932,153754,81968,79295,219,315.3930295186298,0,37,1
